明るい pronunciation
あかるい
暖かい pronunciation
あたたかい
恥ずかしい pronunciation
はずかしい
痛い pronunciation
いたい
汚い pronunciation
きたない
短い pronunciation
みじかい
長い pronunciation
ながい
古い pronunciation
ふるい
つまらない pronunciation
つまらない
危ない pronunciation
あぶない
